orderid,custid,empid,orderdate,requireddate,shippeddate,shipperid,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,chargeid
10656,32,6,2007-09-04 0:00:00,2007-10-02 0:00:00,2007-09-10 0:00:00,1,57.15,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10657,71,2,2007-09-04 0:00:00,2007-10-02 0:00:00,2007-09-15 0:00:00,2,352.69,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10658,63,4,2007-09-05 0:00:00,2007-10-03 0:00:00,2007-09-08 0:00:00,1,364.15,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10659,62,7,2007-09-05 0:00:00,2007-10-03 0:00:00,2007-09-10 0:00:00,2,105.81,Ship to 62-B,"Alameda dos Canàrios, 9012",Sao Paulo,SP,10277,Brazil,{ch_743w32_TEST}
10660,36,8,2007-09-08 0:00:00,2007-10-06 0:00:00,2007-10-15 0:00:00,1,111.29,Destination HOHCR,City Center Plaza 3456 Main St.,Elgin,OR,10201,USA,{ch_743w32_TEST}
10661,37,7,2007-09-09 0:00:00,2007-10-07 0:00:00,2007-09-15 0:00:00,3,17.55,Destination ATSOA,4567 Johnstown Road,Cork,Co. Cork,10202,Ireland,{ch_743w32_TEST}
10662,48,3,2007-09-09 0:00:00,2007-10-07 0:00:00,2007-09-18 0:00:00,2,1.28,Ship to 48-C,7890 Chiaroscuro Rd.,Portland,OR,10234,USA,{ch_743w32_TEST}
10663,9,2,2007-09-10 0:00:00,2007-09-24 0:00:00,2007-10-03 0:00:00,2,113.15,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10664,28,1,2007-09-10 0:00:00,2007-10-08 0:00:00,2007-09-19 0:00:00,3,1.27,Destination OTSWR,Jardim das rosas n. 9012,Lisboa,,10177,Portugal,{ch_743w32_TEST}
10665,48,1,2007-09-11 0:00:00,2007-10-09 0:00:00,2007-09-17 0:00:00,2,26.31,Ship to 48-B,6789 Chiaroscuro Rd.,Portland,OR,10233,USA,{ch_743w32_TEST}
10666,68,7,2007-09-12 0:00:00,2007-10-10 0:00:00,2007-09-22 0:00:00,2,232.42,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland,{ch_743w32_TEST}
10667,20,7,2007-09-12 0:00:00,2007-10-10 0:00:00,2007-09-19 0:00:00,1,78.09,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10668,86,1,2007-09-15 0:00:00,2007-10-13 0:00:00,2007-09-23 0:00:00,2,47.22,Ship to 86-C,Adenauerallee 0123,Stuttgart,,10349,Germany,{ch_743w32_TEST}
10669,73,2,2007-09-15 0:00:00,2007-10-13 0:00:00,2007-09-22 0:00:00,1,24.39,Ship to 73-A,Vinbæltet 1234,Kobenhavn,,10310,Denmark,{ch_743w32_TEST}
10670,25,4,2007-09-16 0:00:00,2007-10-14 0:00:00,2007-09-18 0:00:00,1,203.48,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10671,26,1,2007-09-17 0:00:00,2007-10-15 0:00:00,2007-09-24 0:00:00,1,30.34,Destination OPXJT,"4567, rue Royale",Nantes,,10172,France,{ch_743w32_TEST}
10672,5,9,2007-09-17 0:00:00,2007-10-01 0:00:00,2007-09-26 0:00:00,2,95.75,Ship to 5-C,Berguvsvägen 1234,Luleå,,10269,Sweden,{ch_743w32_TEST}
10673,90,2,2007-09-18 0:00:00,2007-10-16 0:00:00,2007-09-19 0:00:00,1,22.76,Ship to 90-B,Keskuskatu 3456,Helsinki,,10362,Finland,{ch_743w32_TEST}
10674,38,4,2007-09-18 0:00:00,2007-10-16 0:00:00,2007-09-30 0:00:00,2,0.9,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK,{ch_743w32_TEST}
10675,25,5,2007-09-19 0:00:00,2007-10-17 0:00:00,2007-09-23 0:00:00,2,31.85,Destination WEGWI,Berliner Platz 2345,München,,10170,Germany,{ch_743w32_TEST}
10676,80,2,2007-09-22 0:00:00,2007-10-20 0:00:00,2007-09-29 0:00:00,2,2.01,Ship to 80-C,Avda. Azteca 5678,México D.F.,,10334,Mexico,{ch_743w32_TEST}
10677,3,1,2007-09-22 0:00:00,2007-10-20 0:00:00,2007-09-26 0:00:00,3,4.03,Destination LANNN,Mataderos 4567,México D.F.,,10212,Mexico,{ch_743w32_TEST}
10678,71,7,2007-09-23 0:00:00,2007-10-21 0:00:00,2007-10-16 0:00:00,3,388.98,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10679,7,8,2007-09-23 0:00:00,2007-10-21 0:00:00,2007-09-30 0:00:00,3,27.94,Ship to 7-A,"0123, place Kléber",Strasbourg,,10329,France,{ch_743w32_TEST}
10680,55,1,2007-09-24 0:00:00,2007-10-22 0:00:00,2007-09-26 0:00:00,1,26.61,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA,{ch_743w32_TEST}
10681,32,3,2007-09-25 0:00:00,2007-10-23 0:00:00,2007-09-30 0:00:00,3,76.13,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10682,3,3,2007-09-25 0:00:00,2007-10-23 0:00:00,2007-10-01 0:00:00,2,36.13,Destination RTGIS,Mataderos 2345,México D.F.,,10210,Mexico,{ch_743w32_TEST}
10683,18,2,2007-09-26 0:00:00,2007-10-24 0:00:00,2007-10-01 0:00:00,1,4.4,Destination FVRGC,"2345, rue des Cinquante Otages",Nantes,,10150,France,{ch_743w32_TEST}
10684,56,3,2007-09-26 0:00:00,2007-10-24 0:00:00,2007-09-30 0:00:00,1,145.63,Ship to 56-B,Mehrheimerstr. 1234,Köln,,10259,Germany,{ch_743w32_TEST}
10685,31,4,2007-09-29 0:00:00,2007-10-13 0:00:00,2007-10-03 0:00:00,2,33.75,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil,{ch_743w32_TEST}
10686,59,2,2007-09-30 0:00:00,2007-10-28 0:00:00,2007-10-08 0:00:00,1,96.5,Ship to 59-B,Geislweg 7890,Salzburg,,10265,Austria,{ch_743w32_TEST}
10687,37,9,2007-09-30 0:00:00,2007-10-28 0:00:00,2007-10-30 0:00:00,2,296.43,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland,{ch_743w32_TEST}
10688,83,4,2007-10-01 0:00:00,2007-10-15 0:00:00,2007-10-07 0:00:00,2,299.09,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark,{ch_743w32_TEST}
10689,5,1,2007-10-01 0:00:00,2007-10-29 0:00:00,2007-10-07 0:00:00,2,13.42,Ship to 5-B,Berguvsvägen 0123,Luleå,,10268,Sweden,{ch_743w32_TEST}
10690,34,1,2007-10-02 0:00:00,2007-10-30 0:00:00,2007-10-03 0:00:00,1,15.8,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil,{ch_743w32_TEST}
10691,63,2,2007-10-03 0:00:00,2007-11-14 0:00:00,2007-10-22 0:00:00,2,810.05,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany,{ch_743w32_TEST}
10692,1,4,2007-10-03 0:00:00,2007-10-31 0:00:00,2007-10-13 0:00:00,2,61.02,Destination RSVRP,Obere Str. 8901,Berlin,,10156,Germany,{ch_743w32_TEST}
10693,89,3,2007-10-06 0:00:00,2007-10-20 0:00:00,2007-10-10 0:00:00,3,139.34,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA,{ch_743w32_TEST}
10694,63,8,2007-10-06 0:00:00,2007-11-03 0:00:00,2007-10-09 0:00:00,3,398.36,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10695,90,7,2007-10-07 0:00:00,2007-11-18 0:00:00,2007-10-14 0:00:00,1,16.72,Ship to 90-C,Keskuskatu 4567,Helsinki,,10363,Finland,{ch_743w32_TEST}
10696,89,8,2007-10-08 0:00:00,2007-11-19 0:00:00,2007-10-14 0:00:00,3,102.55,Ship to 89-A,7890 - 12th Ave. S.,Seattle,WA,10356,USA,{ch_743w32_TEST}
10697,47,3,2007-10-08 0:00:00,2007-11-05 0:00:00,2007-10-14 0:00:00,1,45.52,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela,{ch_743w32_TEST}
10698,20,4,2007-10-09 0:00:00,2007-11-06 0:00:00,2007-10-17 0:00:00,1,272.47,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria,{ch_743w32_TEST}
10699,52,3,2007-10-09 0:00:00,2007-11-06 0:00:00,2007-10-13 0:00:00,3,0.58,Ship to 52-B,Heerstr. 0123,Leipzig,,10248,Germany,{ch_743w32_TEST}
10700,71,3,2007-10-10 0:00:00,2007-11-07 0:00:00,2007-10-16 0:00:00,1,65.1,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
10701,37,6,2007-10-13 0:00:00,2007-10-27 0:00:00,2007-10-15 0:00:00,3,220.31,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland,{ch_743w32_TEST}
10702,1,4,2007-10-13 0:00:00,2007-11-24 0:00:00,2007-10-21 0:00:00,1,23.94,Destination ZELZJ,Obere Str. 7890,Berlin,,10155,Germany,{ch_743w32_TEST}
10703,24,6,2007-10-14 0:00:00,2007-11-11 0:00:00,2007-10-20 0:00:00,2,152.3,Destination KBSBN,Åkergatan 9012,Bräcke,,10167,Sweden,{ch_743w32_TEST}
10704,62,6,2007-10-14 0:00:00,2007-11-11 0:00:00,2007-11-07 0:00:00,1,4.78,Ship to 62-C,"Alameda dos Canàrios, 0123",Sao Paulo,SP,10278,Brazil,{ch_743w32_TEST}
10705,35,9,2007-10-15 0:00:00,2007-11-12 0:00:00,2007-11-18 0:00:00,2,3.52,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela,{ch_743w32_TEST}
10706,55,8,2007-10-16 0:00:00,2007-11-13 0:00:00,2007-10-21 0:00:00,3,135.63,Ship to 55-C,9012 Bering St.,Anchorage,AK,10257,USA,{ch_743w32_TEST}
10707,4,4,2007-10-16 0:00:00,2007-10-30 0:00:00,2007-10-23 0:00:00,3,21.74,Ship to 4-A,Brook Farm Stratford St. Mary 0123,Colchester,Essex,10238,UK,{ch_743w32_TEST}
10708,77,6,2007-10-17 0:00:00,2007-11-28 0:00:00,2007-11-05 0:00:00,2,2.96,Ship to 77-C,3456 Jefferson Way Suite 2,Portland,OR,10322,USA,{ch_743w32_TEST}
10709,31,1,2007-10-17 0:00:00,2007-11-14 0:00:00,2007-11-20 0:00:00,3,210.8,Destination GWPFK,"Av. Brasil, 0123",Campinas,SP,10188,Brazil,{ch_743w32_TEST}
10710,27,1,2007-10-20 0:00:00,2007-11-17 0:00:00,2007-10-23 0:00:00,1,4.98,Destination FFLQT,Via Monte Bianco 6789,Torino,,10174,Italy,{ch_743w32_TEST}
10711,71,5,2007-10-21 0:00:00,2007-12-02 0:00:00,2007-10-29 0:00:00,2,52.41,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10712,37,3,2007-10-21 0:00:00,2007-11-18 0:00:00,2007-10-31 0:00:00,1,89.93,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland,{ch_743w32_TEST}
10713,71,1,2007-10-22 0:00:00,2007-11-19 0:00:00,2007-10-24 0:00:00,1,167.05,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
10714,71,5,2007-10-22 0:00:00,2007-11-19 0:00:00,2007-10-27 0:00:00,3,24.49,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10715,9,3,2007-10-23 0:00:00,2007-11-06 0:00:00,2007-10-29 0:00:00,1,63.2,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10716,64,4,2007-10-24 0:00:00,2007-11-21 0:00:00,2007-10-27 0:00:00,2,22.57,Ship to 64-B,Av. del Libertador 5678,Buenos Aires,,10283,Argentina,{ch_743w32_TEST}
10717,25,1,2007-10-24 0:00:00,2007-11-21 0:00:00,2007-10-29 0:00:00,2,59.25,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10718,39,1,2007-10-27 0:00:00,2007-11-24 0:00:00,2007-10-29 0:00:00,3,170.88,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany,{ch_743w32_TEST}
10719,45,8,2007-10-27 0:00:00,2007-11-24 0:00:00,2007-11-05 0:00:00,2,51.44,Ship to 45-A,8901 Polk St. Suite 5,San Francisco,CA,10225,USA,{ch_743w32_TEST}
10720,61,8,2007-10-28 0:00:00,2007-11-11 0:00:00,2007-11-05 0:00:00,2,9.53,Ship to 61-C,"Rua da Panificadora, 7890",Rio de Janeiro,RJ,10275,Brazil,{ch_743w32_TEST}
10721,63,5,2007-10-29 0:00:00,2007-11-26 0:00:00,2007-10-31 0:00:00,3,48.92,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10722,71,8,2007-10-29 0:00:00,2007-12-10 0:00:00,2007-11-04 0:00:00,1,74.58,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10723,89,3,2007-10-30 0:00:00,2007-11-27 0:00:00,2007-11-25 0:00:00,1,21.72,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA,{ch_743w32_TEST}
10724,51,8,2007-10-30 0:00:00,2007-12-11 0:00:00,2007-11-05 0:00:00,2,57.75,Ship to 51-A,6789 rue St. Laurent,Montréal,Québec,10244,Canada,{ch_743w32_TEST}
10725,21,4,2007-10-31 0:00:00,2007-11-28 0:00:00,2007-11-05 0:00:00,3,10.83,Destination KKELL,"Rua Orós, 4567",Sao Paulo,SP,10162,Brazil,{ch_743w32_TEST}
10726,19,4,2007-11-03 0:00:00,2007-11-17 0:00:00,2007-12-05 0:00:00,1,16.56,Destination FRCGJ,5678 King George,London,,10153,UK,{ch_743w32_TEST}
10727,66,2,2007-11-03 0:00:00,2007-12-01 0:00:00,2007-12-05 0:00:00,1,89.9,Ship to 66-A,Strada Provinciale 0123,Reggio Emilia,,10288,Italy,{ch_743w32_TEST}
10728,62,4,2007-11-04 0:00:00,2007-12-02 0:00:00,2007-11-11 0:00:00,2,58.33,Ship to 62-A,"Alameda dos Canàrios, 8901",Sao Paulo,SP,10276,Brazil,{ch_743w32_TEST}
10729,47,8,2007-11-04 0:00:00,2007-12-16 0:00:00,2007-11-14 0:00:00,3,141.06,Ship to 47-A,Ave. 5 de Mayo Porlamar 3456,I. de Margarita,Nueva Esparta,10230,Venezuela,{ch_743w32_TEST}
10730,9,5,2007-11-05 0:00:00,2007-12-03 0:00:00,2007-11-14 0:00:00,1,20.12,Ship to 9-A,"8901, rue des Bouchers",Marseille,,10367,France,{ch_743w32_TEST}
10731,14,7,2007-11-06 0:00:00,2007-12-04 0:00:00,2007-11-14 0:00:00,1,96.65,Destination YUJRD,Hauptstr. 1234,Bern,,10139,Switzerland,{ch_743w32_TEST}
10732,9,3,2007-11-06 0:00:00,2007-12-04 0:00:00,2007-11-07 0:00:00,1,16.97,Ship to 9-A,"8901, rue des Bouchers",Marseille,,10367,France,{ch_743w32_TEST}
10733,5,1,2007-11-07 0:00:00,2007-12-05 0:00:00,2007-11-10 0:00:00,3,110.11,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10734,31,2,2007-11-07 0:00:00,2007-12-05 0:00:00,2007-11-12 0:00:00,3,1.63,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil,{ch_743w32_TEST}
10735,45,6,2007-11-10 0:00:00,2007-12-08 0:00:00,2007-11-21 0:00:00,2,45.97,Ship to 45-A,8901 Polk St. Suite 5,San Francisco,CA,10225,USA,{ch_743w32_TEST}
10736,37,9,2007-11-11 0:00:00,2007-12-09 0:00:00,2007-11-21 0:00:00,2,44.1,Destination DGKOU,6789 Johnstown Road,Cork,Co. Cork,10204,Ireland,{ch_743w32_TEST}
10737,85,2,2007-11-11 0:00:00,2007-12-09 0:00:00,2007-11-18 0:00:00,2,7.79,Ship to 85-C,7890 rue de l'Abbaye,Reims,,10346,France,{ch_743w32_TEST}
10738,74,2,2007-11-12 0:00:00,2007-12-10 0:00:00,2007-11-18 0:00:00,1,2.91,Ship to 74-A,"3456, rue Lauriston",Paris,,10312,France,{ch_743w32_TEST}
10739,85,3,2007-11-12 0:00:00,2007-12-10 0:00:00,2007-11-17 0:00:00,3,11.08,Ship to 85-C,7890 rue de l'Abbaye,Reims,,10346,France,{ch_743w32_TEST}
10740,89,4,2007-11-13 0:00:00,2007-12-11 0:00:00,2007-11-25 0:00:00,2,81.88,Ship to 89-B,8901 - 12th Ave. S.,Seattle,WA,10357,USA,{ch_743w32_TEST}
10741,4,4,2007-11-14 0:00:00,2007-11-28 0:00:00,2007-11-18 0:00:00,3,10.96,Ship to 4-C,Brook Farm Stratford St. Mary 2345,Colchester,Essex,10240,UK,{ch_743w32_TEST}
10742,10,3,2007-11-14 0:00:00,2007-12-12 0:00:00,2007-11-18 0:00:00,3,243.73,Destination LPHSI,3456 Tsawassen Blvd.,Tsawassen,BC,10131,Canada,{ch_743w32_TEST}
11072,20,4,2008-05-05 0:00:00,2008-06-02 0:00:00,,2,258.64,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria,{ch_743w32_TEST}
10743,4,1,2007-11-17 0:00:00,2007-12-15 0:00:00,2007-11-21 0:00:00,2,23.72,Ship to 4-C,Brook Farm Stratford St. Mary 2345,Colchester,Essex,10240,UK,{ch_743w32_TEST}
10744,83,6,2007-11-17 0:00:00,2007-12-15 0:00:00,2007-11-24 0:00:00,1,69.19,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark,{ch_743w32_TEST}
10745,63,9,2007-11-18 0:00:00,2007-12-16 0:00:00,2007-11-27 0:00:00,1,3.52,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10746,14,1,2007-11-19 0:00:00,2007-12-17 0:00:00,2007-11-21 0:00:00,3,31.43,Destination NRTZZ,Hauptstr. 0123,Bern,,10138,Switzerland,{ch_743w32_TEST}
10747,59,6,2007-11-19 0:00:00,2007-12-17 0:00:00,2007-11-26 0:00:00,1,117.33,Ship to 59-B,Geislweg 7890,Salzburg,,10265,Austria,{ch_743w32_TEST}
10748,71,3,2007-11-20 0:00:00,2007-12-18 0:00:00,2007-11-28 0:00:00,1,232.55,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10749,38,4,2007-11-20 0:00:00,2007-12-18 0:00:00,2007-12-19 0:00:00,2,61.53,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK,{ch_743w32_TEST}
10750,87,9,2007-11-21 0:00:00,2007-12-19 0:00:00,2007-11-24 0:00:00,1,79.3,Ship to 87-C,Torikatu 3456,Oulu,,10352,Finland,{ch_743w32_TEST}
10751,68,3,2007-11-24 0:00:00,2007-12-22 0:00:00,2007-12-03 0:00:00,3,130.79,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland,{ch_743w32_TEST}
10752,53,2,2007-11-24 0:00:00,2007-12-22 0:00:00,2007-11-28 0:00:00,3,1.39,Ship to 53-C,South House 3456 Queensbridge,London,,10251,UK,{ch_743w32_TEST}
10753,27,3,2007-11-25 0:00:00,2007-12-23 0:00:00,2007-11-27 0:00:00,1,7.7,Destination DICGM,Via Monte Bianco 7890,Torino,,10175,Italy,{ch_743w32_TEST}
10754,49,6,2007-11-25 0:00:00,2007-12-23 0:00:00,2007-11-27 0:00:00,3,2.38,Ship to 49-B,Via Ludovico il Moro 9012,Bergamo,,10236,Italy,{ch_743w32_TEST}
10755,9,4,2007-11-26 0:00:00,2007-12-24 0:00:00,2007-11-28 0:00:00,2,16.71,Ship to 9-C,"0123, rue des Bouchers",Marseille,,10369,France,{ch_743w32_TEST}
10756,75,8,2007-11-27 0:00:00,2007-12-25 0:00:00,2007-12-02 0:00:00,2,73.21,Ship to 75-C,P.O. Box 7890,Lander,WY,10316,USA,{ch_743w32_TEST}
10757,71,6,2007-11-27 0:00:00,2007-12-25 0:00:00,2007-12-15 0:00:00,1,8.19,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10758,68,3,2007-11-28 0:00:00,2007-12-26 0:00:00,2007-12-04 0:00:00,3,138.17,Ship to 68-C,Starenweg 8901,Genève,,10296,Switzerland,{ch_743w32_TEST}
10759,2,3,2007-11-28 0:00:00,2007-12-26 0:00:00,2007-12-12 0:00:00,3,11.99,Destination QOTQA,Avda. de la Constitución 3456,México D.F.,,10181,Mexico,{ch_743w32_TEST}
10760,50,4,2007-12-01 0:00:00,2007-12-29 0:00:00,2007-12-10 0:00:00,1,155.64,Ship to 50-B,Rue Joseph-Bens 4567,Bruxelles,,10242,Belgium,{ch_743w32_TEST}
10761,65,5,2007-12-02 0:00:00,2007-12-30 0:00:00,2007-12-08 0:00:00,2,18.66,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA,{ch_743w32_TEST}
10762,24,3,2007-12-02 0:00:00,2007-12-30 0:00:00,2007-12-09 0:00:00,1,328.74,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
10763,23,3,2007-12-03 0:00:00,2007-12-31 0:00:00,2007-12-08 0:00:00,3,37.35,Destination PXQRR,"5678, chaussée de Tournai",Lille,,10163,France,{ch_743w32_TEST}
10764,20,6,2007-12-03 0:00:00,2007-12-31 0:00:00,2007-12-08 0:00:00,3,145.45,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10765,63,3,2007-12-04 0:00:00,2008-01-01 0:00:00,2007-12-09 0:00:00,3,42.74,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10766,56,4,2007-12-05 0:00:00,2008-01-02 0:00:00,2007-12-09 0:00:00,1,157.55,Ship to 56-C,Mehrheimerstr. 2345,Köln,,10260,Germany,{ch_743w32_TEST}
10767,76,4,2007-12-05 0:00:00,2008-01-02 0:00:00,2007-12-15 0:00:00,3,1.59,Ship to 76-B,"Boulevard Tirou, 9012",Charleroi,,10318,Belgium,{ch_743w32_TEST}
10768,4,3,2007-12-08 0:00:00,2008-01-05 0:00:00,2007-12-15 0:00:00,2,146.32,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK,{ch_743w32_TEST}
10769,83,3,2007-12-08 0:00:00,2008-01-05 0:00:00,2007-12-12 0:00:00,1,65.06,Ship to 83-C,Smagsloget 2345,Århus,,10341,Denmark,{ch_743w32_TEST}
10770,34,8,2007-12-09 0:00:00,2008-01-06 0:00:00,2007-12-17 0:00:00,3,5.32,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil,{ch_743w32_TEST}
10771,20,9,2007-12-10 0:00:00,2008-01-07 0:00:00,2008-01-02 0:00:00,2,11.19,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10772,44,3,2007-12-10 0:00:00,2008-01-07 0:00:00,2007-12-19 0:00:00,2,91.28,Ship to 44-B,Magazinweg 5678,Frankfurt a.M.,,10223,Germany,{ch_743w32_TEST}
10773,20,1,2007-12-11 0:00:00,2008-01-08 0:00:00,2007-12-16 0:00:00,3,96.43,Destination FFXKT,Kirchgasse 0123,Graz,,10158,Austria,{ch_743w32_TEST}
10774,24,4,2007-12-11 0:00:00,2007-12-25 0:00:00,2007-12-12 0:00:00,1,48.2,Destination KBSBN,Åkergatan 9012,Bräcke,,10167,Sweden,{ch_743w32_TEST}
10775,78,7,2007-12-12 0:00:00,2008-01-09 0:00:00,2007-12-26 0:00:00,1,20.25,Ship to 78-A,4567 Grizzly Peak Rd.,Butte,MT,10323,USA,{ch_743w32_TEST}
10776,20,1,2007-12-15 0:00:00,2008-01-12 0:00:00,2007-12-18 0:00:00,3,351.53,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria,{ch_743w32_TEST}
10777,31,7,2007-12-15 0:00:00,2007-12-29 0:00:00,2008-01-21 0:00:00,2,3.01,Destination GWPFK,"Av. Brasil, 0123",Campinas,SP,10188,Brazil,{ch_743w32_TEST}
10778,5,3,2007-12-16 0:00:00,2008-01-13 0:00:00,2007-12-24 0:00:00,1,6.79,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10779,52,3,2007-12-16 0:00:00,2008-01-13 0:00:00,2008-01-14 0:00:00,2,58.13,Ship to 52-A,Heerstr. 9012,Leipzig,,10247,Germany,{ch_743w32_TEST}
10780,46,2,2007-12-16 0:00:00,2007-12-30 0:00:00,2007-12-25 0:00:00,1,42.13,Ship to 46-C,Carrera 2345 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10229,Venezuela,{ch_743w32_TEST}
10781,87,2,2007-12-17 0:00:00,2008-01-14 0:00:00,2007-12-19 0:00:00,3,73.16,Ship to 87-A,Torikatu 1234,Oulu,,10350,Finland,{ch_743w32_TEST}
10782,12,9,2007-12-17 0:00:00,2008-01-14 0:00:00,2007-12-22 0:00:00,3,1.1,Destination CJDJB,Cerrito 8901,Buenos Aires,,10136,Argentina,{ch_743w32_TEST}
10783,34,4,2007-12-18 0:00:00,2008-01-15 0:00:00,2007-12-19 0:00:00,2,124.98,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil,{ch_743w32_TEST}
10784,49,4,2007-12-18 0:00:00,2008-01-15 0:00:00,2007-12-22 0:00:00,3,70.09,Ship to 49-A,Via Ludovico il Moro 8901,Bergamo,,10235,Italy,{ch_743w32_TEST}
10785,33,1,2007-12-18 0:00:00,2008-01-15 0:00:00,2007-12-24 0:00:00,3,1.51,Destination FQJFJ,5ª Ave. Los Palos Grandes 4567,Caracas,DF,10192,Venezuela,{ch_743w32_TEST}
10786,62,8,2007-12-19 0:00:00,2008-01-16 0:00:00,2007-12-23 0:00:00,1,110.87,Ship to 62-B,"Alameda dos Canàrios, 9012",Sao Paulo,SP,10277,Brazil,{ch_743w32_TEST}
10787,41,2,2007-12-19 0:00:00,2008-01-02 0:00:00,2007-12-26 0:00:00,1,249.93,Destination DWJIO,9012 rue Alsace-Lorraine,Toulouse,,10217,France,{ch_743w32_TEST}
10788,63,1,2007-12-22 0:00:00,2008-01-19 0:00:00,2008-01-19 0:00:00,2,42.7,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10789,23,1,2007-12-22 0:00:00,2008-01-19 0:00:00,2007-12-31 0:00:00,2,100.6,Destination PXQRR,"5678, chaussée de Tournai",Lille,,10163,France,{ch_743w32_TEST}
10790,31,6,2007-12-22 0:00:00,2008-01-19 0:00:00,2007-12-26 0:00:00,1,28.23,Destination XOIGC,"Av. Brasil, 8901",Campinas,SP,10186,Brazil,{ch_743w32_TEST}
10791,25,6,2007-12-23 0:00:00,2008-01-20 0:00:00,2008-01-01 0:00:00,2,16.85,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
